category,Resto_name,Dishes_one,Dishes_two,Dishes_three,Dishes_four,Dishes_five,Dishes_six,Dishes_seven,Dishes_eight,Dishes_nine,Dishes_ten,locality_verbose
Japanese,Botejyu,Okonomiyaki, Yakisoba, Takoyaki, Teppanyaki, Gyoza, Yakiudon, Tempura, Kushikatsu, Chirashizushi, Tonpeiyaki,"Festival Mall, Filinvest City, Muntinlupa City , Muntinlupa City"
Japanese,Botejyu Express,Chicken Teriyaki Rice Bowl, Tonkatsu Curry Rice, Beef Gyudon, Pork Katsudon, Chicken Yakitori, Miso Ramen, Gyoza, California Maki, Tempura Udon, Salmon Sashimi,"Ayala Malls Cloverleaf, Balintawak, Quezon City, Quezon City"
Healthy Food,Bowl'd,Build-Your-Own Bowl, Pok̩ Bowl, Acai Bowl, Quinoa Bowl, Bibimbap Bowl, Buddha Bowl, Sushi Bowl, Teriyaki Bowl, Ramen Bowl, Grain Bowl,"The Podium, Ortigas, Mandaluyong City, Mandaluyong City"
Turkish Middle Eastern,Boy Shawarma,Shawarma Rice, Shawarma Wrap, Shawarma Salad, Shawarma Fries, Beef Shawarma, Chicken Shawarma, Falafel Shawarma, Lamb Shawarma, Shawarma Platter, Hummus and Pita Bread,"Malate, Manila"
Burger Filipino,Boyong's - Chef B's Grilled Burger,Classic Cheeseburger, Bacon Mushroom Burger, BBQ Burger, Chicken Burger, Fish Fillet Burger, Veggie Burger, Double Cheeseburger, Hawaiian Burger, Mushroom Swiss Burger, Chili Cheese Burger,"San Roque, Marikina City"
American Latin American,Brad and Pit's Ribshack,Baby Back Ribs, Pulled Pork, Beef Brisket, BBQ Chicken, Rib Tips, Smoked Sausage, BBQ Platter, Smoked Chicken Wings, Burnt Ends, Cornbread,"Kapitolyo, Pasig City"
American Latin American,Brad and Pit's Ribshack,Baby Back Ribs, Pulled Pork, Beef Brisket, BBQ Chicken, Rib Tips, Smoked Sausage, BBQ Platter, Smoked Chicken Wings, Burnt Ends, Cornbread,"Ayala Malls Feliz, Dela Paz, Pasig City, Pasig City"
American Latin American,Brad and Pit's Ribshack,Kansas City Ribs, Texas Brisket, Memphis Pulled Pork, Smoked Chicken Quarter, Smoked Sausage Platter, Smoked Wings Platter, Smoked Meat Platter, Corn on the Cob, Potato Salad, Collard Greens,"Concepcion Dos, Marikina City"
Coffee,Braiser's The Village Cafe,Brewed Coffee, Iced Coffee, Espresso, Cappuccino, Latte, Mocha, Macchiato, Americano, Affogato, Flat White,"BF Homes, Para̱aque City"
Taiwanese,Braises 'n Stews,Braised Beef, Beef Stew, Pork Adobo, Chicken Curry, Oxtail Kare-Kare, Lamb Shank, Pork Humba, Chicken Adobo, Pork Menudo, Beef Caldereta,"Little Baguio, San Juan City"
American Asian Mediterranean,Brasserie on 3,Burger and Fries, Pad Thai, Margherita Pizza, Sushi Rolls, Chicken Parmesan, Fish and Chips, Tandoori Chicken, Paella, Caesar Salad, Beef Teriyaki,"Conrad Manila, Mall of Asia Complex (MOA), Pasay City, Pasay City"
Mediterranean American Filipino Italian Pizza Coffee,Bread Broth & Beyond,Margherita Pizza, Cheeseburger, Carbonara Pasta, Chicken Alfredo, Beef Lasagna, Caesar Salad, Margherita Flatbread, Quattro Formaggi Pizza, Tiramisu, Chocolate Lava Cake,"SM Cherry Shaw, Pleasant Hills, Mandaluyong City, Mandaluyong City"
Bakery,BreadTalk,Flosss Bun, Cheese Flosss, Pillow Raisin, Cranberry Cream Cheese, Walnut Raisin, Sausage Standard, Ham & Cheese, Curry Donut, Coffee Bun, Milk Pudding,"Promenade, Greenhills Shopping Centre, Greenhills, San Juan City, San Juan City"
Bakery,BreadTalk,Flosss Bun, Cheese Flosss, Pillow Raisin, Cranberry Cream Cheese, Walnut Raisin, Sausage Standard, Ham & Cheese, Curry Donut, Coffee Bun, Milk Pudding,"Eastwood Mall, Libis, Quezon City, Quezon City"
Bakery,BreadTalk,Flosss Bun, Cheese Flosss, Pillow Raisin, Cranberry Cream Cheese, Walnut Raisin, Sausage Standard, Ham & Cheese, Curry Donut, Coffee Bun, Milk Pudding,"Trinoma Mall, Bagong Pag-Asa, Quezon City, Quezon City"
Bakery,BreadTalk,Flosss Bun, Cheese Flosss, Pillow Raisin, Cranberry Cream Cheese, Walnut Raisin, Sausage Standard, Ham & Cheese, Curry Donut, Coffee Bun, Milk Pudding,"Ayala Malls Feliz, Dela Paz, Pasig City, Pasig City"
Bakery,BreadTalk,Flosss Bun, Cheese Flosss, Pillow Raisin, Cranberry Cream Cheese, Walnut Raisin, Sausage Standard, Ham & Cheese, Curry Donut, Coffee Bun, Milk Pudding,"Trinoma Mall, Bagong Pag-Asa, Quezon City, Quezon City"
Bakery,BreadTalk,Flosss Bun, Cheese Flosss, Pillow Raisin, Cranberry Cream Cheese, Walnut Raisin, Sausage Standard, Ham & Cheese, Curry Donut, Coffee Bun, Milk Pudding,"Century City Mall, Poblacion, Makati City, Makati City"
Bakery,BreadTalk,Flosss Bun, Cheese Flosss, Pillow Raisin, Cranberry Cream Cheese, Walnut Raisin, Sausage Standard, Ham & Cheese, Curry Donut, Coffee Bun, Milk Pudding,"Robinsons Place Manila, Ermita, Manila, Manila"
Bakery,BreadTalk,Flosss Bun, Cheese Flosss, Pillow Raisin, Cranberry Cream Cheese, Walnut Raisin, Sausage Standard, Ham & Cheese, Curry Donut, Coffee Bun, Milk Pudding,"SM City Manila, Ermita, Manila, Manila"
Bakery,BreadTalk,Flosss Bun, Cheese Flosss, Pillow Raisin, Cranberry Cream Cheese, Walnut Raisin, Sausage Standard, Ham & Cheese, Curry Donut, Coffee Bun, Milk Pudding,"Ayala Malls Cloverleaf, Balintawak, Quezon City, Quezon City"
Bakery,BreadTalk,Flosss Bun, Cheese Flosss, Pillow Raisin, Cranberry Cream Cheese, Walnut Raisin, Sausage Standard, Ham & Cheese, Curry Donut, Coffee Bun, Milk Pudding,"The Block, SM City North EDSA, Bago Bantay, Quezon City, Quezon City"
Bakery,BreadTalk,Flosss Bun, Cheese Flosss, Pillow Raisin, Cranberry Cream Cheese, Walnut Raisin, Sausage Standard, Ham & Cheese, Curry Donut, Coffee Bun, Milk Pudding,"Alabang Town Center, Alabang, Muntinlupa City, Muntinlupa City"
Bakery,BreadTalk,Flosss Bun, Cheese Flosss, Pillow Raisin, Cranberry Cream Cheese, Walnut Raisin, Sausage Standard, Ham & Cheese, Curry Donut, Coffee Bun, Milk Pudding,"Uptown Place Mall, Bonifacio Global City, Taguig City, Taguig City"
Bakery,BreadTalk,Flosss Bun, Cheese Flosss, Pillow Raisin, Cranberry Cream Cheese, Walnut Raisin, Sausage Standard, Ham & Cheese, Curry Donut, Coffee Bun, Milk Pudding,"Robinsons Magnolia, New Manila, Quezon City, Quezon City"
Bakery,BreadTalk,Flosss Bun, Cheese Flosss, Pillow Raisin, Cranberry Cream Cheese, Walnut Raisin, Sausage Standard, Ham & Cheese, Curry Donut, Coffee Bun, Milk Pudding,"The Landmark, Glorietta Complex, Makati City, Makati City"
Bakery,BreadTalk,Flosss Bun, Cheese Flosss, Pillow Raisin, Cranberry Cream Cheese, Walnut Raisin, Sausage Standard, Ham & Cheese, Curry Donut, Coffee Bun, Milk Pudding,"SM Aura Premier, Bonifacio Global City, Taguig City, Taguig City"
Bakery,BreadTalk,Flosss Bun, Cheese Flosss, Pillow Raisin, Cranberry Cream Cheese, Walnut Raisin, Sausage Standard, Ham & Cheese, Curry Donut, Coffee Bun, Milk Pudding,"Power Plant Mall, Rockwell, Makati City, Makati City"
Bakery,BreadTalk,Flosss Bun, Cheese Flosss, Pillow Raisin, Cranberry Cream Cheese, Walnut Raisin, Sausage Standard, Ham & Cheese, Curry Donut, Coffee Bun, Milk Pudding,"Market! Market!, Bonifacio Global City, Taguig City, Taguig City"
Bakery,BreadTalk,Flosss Bun, Cheese Flosss, Pillow Raisin, Cranberry Cream Cheese, Walnut Raisin, Sausage Standard, Ham & Cheese, Curry Donut, Coffee Bun, Milk Pudding,"Lucky Chinatown Mall, Binondo, Manila, Manila"
Bakery,BreadTalk,Flosss Bun, Cheese Flosss, Pillow Raisin, Cranberry Cream Cheese, Walnut Raisin, Sausage Standard, Ham & Cheese, Curry Donut, Coffee Bun, Milk Pudding,"Glorietta 4, Glorietta Complex, Makati City, Makati City"
Bakery,BreadTalk,Flosss Bun, Cheese Flosss, Pillow Raisin, Cranberry Cream Cheese, Walnut Raisin, Sausage Standard, Ham & Cheese, Curry Donut, Coffee Bun, Milk Pudding,"SM City Marikina, Calumpang, Marikina City, Marikina City"
Bakery,BreadTalk,Flosss Bun, Cheese Flosss, Pillow Raisin, Cranberry Cream Cheese, Walnut Raisin, Sausage Standard, Ham & Cheese, Curry Donut, Coffee Bun, Milk Pudding,"Gateway Mall, Cubao, Quezon City, Quezon City"
Bakery,BreadTalk,Flosss Bun, Cheese Flosss, Pillow Raisin, Cranberry Cream Cheese, Walnut Raisin, Sausage Standard, Ham & Cheese, Curry Donut, Coffee Bun, Milk Pudding,"SM Megamall, Ortigas, Mandaluyong City, Mandaluyong City"
Bakery,BreadTalk,Flosss Bun, Cheese Flosss, Pillow Raisin, Cranberry Cream Cheese, Walnut Raisin, Sausage Standard, Ham & Cheese, Curry Donut, Coffee Bun, Milk Pudding,"Main Mall, SM Mall of Asia, Mall of Asia Complex (MOA), Pasay City, Pasay City"
Bakery,BreadTalk,Flosss Bun, Cheese Flosss, Pillow Raisin, Cranberry Cream Cheese, Walnut Raisin, Sausage Standard, Ham & Cheese, Curry Donut, Coffee Bun, Milk Pudding,"Festival Mall, Filinvest City, Muntinlupa City , Muntinlupa City"
European American,Breakfast at Antonio's,Eggs Benedict, Pancakes, French Toast, Omelette, Croissant Sandwich, Belgian Waffles, Corned Beef Hash, Huevos Rancheros, Sausage Platter, Fresh Fruit Parfait,"Tagaytay City, Tagaytay City"
European American,Brera Delicatessen,Panini, Prosciutto Sandwich, Caprese Salad, Truffle Pasta, Margherita Pizza, Chicken Parmigiana, Tiramisu, Cannoli, Panna Cotta, Gelato,"Molito Commercial Complex, Alabang, Mutinlupa City, Muntinlupa City"
Coffee,Brew Atelier Coffee Studio,Espresso, Cappuccino, Latte, Cold Brew, Pour Over, Macchiato, Americano, Affogato, Flat White, Mocha,"Tandang Sora, Quezon City"
Coffee,Brew Brothers,Iced Coffee, Nitro Cold Brew, Frappe, Irish Coffee, Turkish Coffee, Vietnamese Coffee, Mocha Latte, Matcha Latte, Vanilla Latte, Caramel Macchiato,"Novaliches, Quezon City"
Filipino,Brgy. Silog,Tapsilog, Longsilog, Tosilog, Bangsilog, Hotsilog, Chicksilog, Adosilog, Cornsilog, Shanghaisilog, Spamsilog,"SM Center Sangandaan, South Caloocan, Caloocan City, Caloocan City"
Filipino,Brick & Mortar,Adobo, Sinigang, Kare-Kare, Lechon Kawali, Bulalo, Sisig, Tinola, Caldereta, Pancit Malabon, Halo-Halo,"The Fort Strip, Bonifacio Global City, Taguig City, Taguig City"
Burger American,Brick Burger,Super Mario Burger, Hulk Burger, Wonder Woman Burger, Spiderman Burger, Batman Burger, Iron Man Burger, Thor Burger, Black Widow Burger, Captain America Burger, Aquaman Burger,"Hampton Gardens, Maybunga, Pasig City, Pasig City"
American Filipino Steak,Brickfire,Steak, Ribs, Chicken, Pork Chops, Burger, Sausage Platter, Grilled Fish, Caesar Salad, Garlic Rice, Mashed Potatoes,"The Annex, SM City North EDSA, Bago Bantay, Quezon City, Quezon City"
American Filipino Steak,Brickfire,Steak, Ribs, Chicken, Pork Chops, Burger, Sausage Platter, Grilled Fish, Caesar Salad, Garlic Rice, Mashed Potatoes,"Loyola Heights, Quezon City"
Turkish,Bricks and Copper,Doner Kebab, Shawarma, Turkish Pizza, Lamb Skewers, Falafel, Turkish Tea, Baklava, Turkish Delight, Pide, Turkish Coffee,"Pleasant Hills, Mandaluyong City"
Burger Fast Food,Brixton Burgers,Classic Burger, Cheeseburger, Bacon Burger, Mushroom Swiss Burger, BBQ Burger, Spicy Burger, Veggie Burger, Double Cheeseburger, Onion Burger, Hawaiian Burger,"Recess Food Alley, Little Baguio, San Juan City, San Juan City"
Pizza Italian,Brooklyn's New York Pizza,Pepperoni Pizza, Margherita Pizza, Supreme Pizza, Meat Lovers Pizza, Hawaiian Pizza, BBQ Chicken Pizza, Veggie Pizza, White Pizza, Buffalo Chicken Pizza, Pesto Pizza,"BF Homes, Para̱aque City"
Burger American,Brothers Burger,Classic Burger, Cheeseburger, Bacon Burger, Mushroom Swiss Burger, BBQ Burger, Spicy Burger, Veggie Burger, Double Cheeseburger, Onion Burger, Hawaiian Burger,"Trinoma Mall, Bagong Pag-Asa, Quezon City, Quezon City"
Burger American,Brothers Burger,Classic Burger, Cheeseburger, Bacon Burger, Mushroom Swiss Burger, BBQ Burger, Spicy Burger, Veggie Burger, Double Cheeseburger, Onion Burger, Hawaiian Burger,"Bonifacio High Street, Bonifacio Global City, Taguig City, Taguig City"
Burger American,Brothers Burger,Classic Burger, Cheeseburger, Bacon Burger, Mushroom Swiss Burger, BBQ Burger, Spicy Burger, Veggie Burger, Double Cheeseburger, Onion Burger, Hawaiian Burger,"Westgate Center, Filinvest City, Mutinlupa City, Muntinlupa City"
Burger American,Brothers Burger,Classic Burger, Cheeseburger, Bacon Burger, Mushroom Swiss Burger, BBQ Burger, Spicy Burger, Veggie Burger, Double Cheeseburger, Onion Burger, Hawaiian Burger,"Ayala Malls The 30th, Ugong, Pasig City, Pasig City"
German European,Brotzeit,Sausage Platter, Pork Knuckle, Pretzel, Schnitzel, Bavarian Meatloaf, Potato Salad, Sauerkraut, Spaetzle, Apple Strudel, Black Forest Cake,"Shangri-La at the Fort, Bonifacio Global City, Taguig City, Taguig City"
German European,Brotzeit,Sausage Platter, Pork Knuckle, Pretzel, Schnitzel, Bavarian Meatloaf, Potato Salad, Sauerkraut, Spaetzle, Apple Strudel, Black Forest Cake,"Shangri-La Plaza, Ortigas, Mandaluyong City, Mandaluyong City"
American Filipino Italian,Brown's Gourmet,Steak, Pasta, Pizza, Ribs, Salad, Chicken, Seafood, Burger, Tacos, Sandwich,"Regis Center, Loyola Heights, Quezon City, Quezon City"
Desserts,Brownies Unlimited,Classic Brownie, Walnut Brownie, Chocolate Fudge Brownie, Caramel Brownie, Mocha Brownie, Mint Chocolate Brownie, Red Velvet Brownie, Cookies and Cream Brownie, Peanut Butter Brownie, White Chocolate Brownie,"SM City Novaliches, Novaliches, Quezon City, Quezon City"
Desserts,Brownies Unlimited,Classic Brownie, Walnut Brownie, Chocolate Fudge Brownie, Caramel Brownie, Mocha Brownie, Mint Chocolate Brownie, Red Velvet Brownie, Cookies and Cream Brownie, Peanut Butter Brownie, White Chocolate Brownie,"SM Makati, Glorietta Complex, Makati City, Makati City"
Desserts,Brownies Unlimited,Classic Brownie, Walnut Brownie, Chocolate Fudge Brownie, Caramel Brownie, Mocha Brownie, Mint Chocolate Brownie, Red Velvet Brownie, Cookies and Cream Brownie, Peanut Butter Brownie, White Chocolate Brownie,"SM Southmall, Almanza, Las Pi̱as City, Las Pi̱as City"
Desserts,Brownies Unlimited,Classic Brownie, Walnut Brownie, Chocolate Fudge Brownie, Caramel Brownie, Mocha Brownie, Mint Chocolate Brownie, Red Velvet Brownie, Cookies and Cream Brownie, Peanut Butter Brownie, White Chocolate Brownie,"SM City Manila, Ermita, Manila, Manila"
Desserts,Brownies Unlimited,Classic Brownie, Walnut Brownie, Chocolate Fudge Brownie, Caramel Brownie, Mocha Brownie, Mint Chocolate Brownie, Red Velvet Brownie, Cookies and Cream Brownie, Peanut Butter Brownie, White Chocolate Brownie,"Harrison Plaza, Malate, Manila, Manila"
Desserts,Brownies Unlimited,Classic Brownie, Walnut Brownie, Chocolate Fudge Brownie, Caramel Brownie, Mocha Brownie, Mint Chocolate Brownie, Red Velvet Brownie, Cookies and Cream Brownie, Peanut Butter Brownie, White Chocolate Brownie,"SM City Marikina, Calumpang, Marikina City, Marikina City"
Desserts,Brownies Unlimited,Classic Brownie, Walnut Brownie, Chocolate Fudge Brownie, Caramel Brownie, Mocha Brownie, Mint Chocolate Brownie, Red Velvet Brownie, Cookies and Cream Brownie, Peanut Butter Brownie, White Chocolate Brownie,"The Block, SM City North EDSA, Bago Bantay, Quezon City, Quezon City"
Desserts,Brownies Unlimited,Classic Brownie, Walnut Brownie, Chocolate Fudge Brownie, Caramel Brownie, Mocha Brownie, Mint Chocolate Brownie, Red Velvet Brownie, Cookies and Cream Brownie, Peanut Butter Brownie, White Chocolate Brownie,"Farmers Plaza, Cubao, Quezon City, Quezon City"
Desserts,Brownies Unlimited,Classic Brownie, Walnut Brownie, Chocolate Fudge Brownie, Caramel Brownie, Mocha Brownie, Mint Chocolate Brownie, Red Velvet Brownie, Cookies and Cream Brownie, Peanut Butter Brownie, White Chocolate Brownie,"SM Makati, Glorietta Complex, Makati City, Makati City"
Desserts,Brownies Unlimited,Classic Brownie, Walnut Brownie, Chocolate Fudge Brownie, Caramel Brownie, Mocha Brownie, Mint Chocolate Brownie, Red Velvet Brownie, Cookies and Cream Brownie, Peanut Butter Brownie, White Chocolate Brownie,"SM City San Lazaro, Santa Cruz, Manila, Manila"
Desserts,Brownies Unlimited,Classic Brownie, Walnut Brownie, Chocolate Fudge Brownie, Caramel Brownie, Mocha Brownie, Mint Chocolate Brownie, Red Velvet Brownie, Cookies and Cream Brownie, Peanut Butter Brownie, White Chocolate Brownie,"SM City Sucat, San Dionisio, Para̱aque City, Para̱aque City"
Tea Bubble Tea,Bubba Lab,Bubble Milk Tea, Fruit Tea, Milk Tea with Pearls, Matcha Latte, Taro Milk Tea, Wintermelon Milk Tea, Jasmine Green Tea, Brown Sugar Milk Tea, Honeydew Milk Tea, Rose Milk Tea,"Marikina Heights, Marikina City"
Tea,Bubba Lab,Bubble Milk Tea, Fruit Tea, Milk Tea with Pearls, Matcha Latte, Taro Milk Tea, Wintermelon Milk Tea, Jasmine Green Tea, Brown Sugar Milk Tea, Honeydew Milk Tea, Rose Milk Tea,"Lamp Quarters, Santo Ni̱o, Marikina City, Marikina City"
Italian,Buca di Beppo,Spaghetti Bolognese, Fettuccine Alfredo, Margherita Pizza, Lasagna, Chicken Parmesan, Shrimp Scampi, Tiramisu, Cannoli, Caesar Salad, Garlic Bread,"Bonifacio Global City, Taguig City"
Desserts Coffee,Bucky's,Brownie, Blondie, Cookie Dough Brownie, Nutella Brownie, Salted Caramel Brownie, Red Velvet Brownie, S'mores Brownie, Peanut Butter Brownie, Matcha Brownie, Oreo Brownie,"Poblacion, Makati City"
Asian Chinese Japanese,Buddha-Bar Manila,Sushi Platter, Gyoza, Spring Rolls, Miso Soup, Teriyaki Chicken, Pad Thai, Beef Curry, Singaporean Noodles, Bibimbap, Matcha Ice Cream,"Poblacion, Makati City"
Filipino,Buddy's,Pancit Lucban, Longganisa, Kare-Kare, Bulalo, Sisig, Crispy Pata, Pancit Malabon, Halo-Halo, Leche Flan, Puto Bumbong,"Shopwise Arcade, Cubao, Quezon City, Quezon City"
Filipino,Buddy's,Pancit Lucban, Longganisa, Kare-Kare, Bulalo, Sisig, Crispy Pata, Pancit Malabon, Halo-Halo, Leche Flan, Puto Bumbong,"Venice Grand Canal Mall, McKinley Hill, Taguig City, Taguig City"
Filipino,Buddy's,Pancit Lucban, Longganisa, Kare-Kare, Bulalo, Sisig, Crispy Pata, Pancit Malabon, Halo-Halo, Leche Flan, Puto Bumbong,"Valenzuela, Makati City"
Filipino,Buddy's,Pancit Lucban, Longganisa, Kare-Kare, Bulalo, Sisig, Crispy Pata, Pancit Malabon, Halo-Halo, Leche Flan, Puto Bumbong,"Fisher Mall, Del Monte, Quezon City, Quezon City"
Filipino,Buddy's,Pancit Lucban, Longganisa, Kare-Kare, Bulalo, Sisig, Crispy Pata, Pancit Malabon, Halo-Halo, Leche Flan, Puto Bumbong,"The Link, Glorietta Complex, Makati City, Makati City"
Filipino,Buddy's,Pancit Lucban, Longganisa, Kare-Kare, Bulalo, Sisig, Crispy Pata, Pancit Malabon, Halo-Halo, Leche Flan, Puto Bumbong,"Tycoon Center, Ortigas, Pasig City, Pasig City"
Filipino,Buddy's,Pancit Lucban, Longganisa, Kare-Kare, Bulalo, Sisig, Crispy Pata, Pancit Malabon, Halo-Halo, Leche Flan, Puto Bumbong,"Market! Market!, Bonifacio Global City, Taguig City, Taguig City"
Filipino,Buddy's,Pancit Lucban, Longganisa, Kare-Kare, Bulalo, Sisig, Crispy Pata, Pancit Malabon, Halo-Halo, Leche Flan, Puto Bumbong,"Tomas Morato, Quezon City"
Filipino,Buddy's,Pancit Lucban, Longganisa, Kare-Kare, Bulalo, Sisig, Crispy Pata, Pancit Malabon, Halo-Halo, Leche Flan, Puto Bumbong,"Eastwood Citywalk 2, Libis, Quezon City, Quezon City"
Filipino Tex-Mex,Buen Comer,Adobo Burrito, Sinigang Tacos, Lechon Nachos, Kare-Kare Quesadilla, Caldereta Enchiladas, Sisig Chimichanga, Pancit Chilaquiles, Halo-Halo Churros, Ube Tres Leches Cake, Mango Tres Leches,"Teachers Village, Quezon City"
European Spanish Tapas,Bueno Tapas & Wine Restaurant,Patatas Bravas, Gambas al Ajillo, Chorizo al Vino, Tortilla Espa̱ola, Paella, Pulpo a la Gallega, Jamon Iberico, Manchego Cheese, Sangria, Flan,"The Grove by Rockwell, Ugong, Pasig City, Pasig City"
American,Buffalo Bro's Ribs & Wings,Buffalo Wings, Baby Back Ribs, BBQ Chicken, Pulled Pork Sandwich, Buffalo Shrimp, Chicken Tenders, Onion Rings, Cornbread, Coleslaw, Mac and Cheese,"Diliman, Quezon City"
American,Buffalo Wild Wings,Traditional Wings, Boneless Wings, Buffalo Chips, Mozzarella Sticks, Street Tacos, Nachos, Burgers, Wraps, Salads, Desserts,"Uptown Place Mall, Bonifacio Global City, Taguig City, Taguig City"
American,Buffalo Wild Wings,Traditional Wings, Boneless Wings, Buffalo Chips, Mozzarella Sticks, Street Tacos, Nachos, Burgers, Wraps, Salads, Desserts,"Estancia Mall, Oranbo, Pasig City, Pasig City"
American,Buffalo Wild Wings,Traditional Wings, Boneless Wings, Buffalo Chips, Mozzarella Sticks, Street Tacos, Nachos, Burgers, Wraps, Salads, Desserts,"S Maison, Conrad Manila, Mall of Asia Complex (MOA), Pasay City, Pasay City"
American,Buffalo Wild Wings,Traditional Wings, Boneless Wings, Buffalo Chips, Mozzarella Sticks, Street Tacos, Nachos, Burgers, Wraps, Salads, Desserts,"Glorietta 2, Glorietta Complex, Makati City, Makati City"
American,Buffalo's  Wings N' Things,Buffalo Wings, Garlic Parmesan Wings, Honey BBQ Wings, Spicy Wings, Teriyaki Wings, Cajun Wings, Adobo Wings, Sweet Chili Wings, Ranch Wings, Blue Cheese Wings,"SM City Valenzuela, Karuhatan, Valenzuela City, Valenzuela City"
American,Buffalo's Wings N' Things,Buffalo Wings, Garlic Parmesan Wings, Honey BBQ Wings, Spicy Wings, Teriyaki Wings, Cajun Wings, Adobo Wings, Sweet Chili Wings, Ranch Wings, Blue Cheese Wings,"Regis Center, Loyola Heights, Quezon City, Quezon City"
American,Buffalo's Wings N' Things,Buffalo Wings, Garlic Parmesan Wings, Honey BBQ Wings, Spicy Wings, Teriyaki Wings, Cajun Wings, Adobo Wings, Sweet Chili Wings, Ranch Wings, Blue Cheese Wings,"Kapitolyo, Pasig City"
American,Buffalo's Wings N' Things,Buffalo Wings, Garlic Parmesan Wings, Honey BBQ Wings, Spicy Wings, Teriyaki Wings, Cajun Wings, Adobo Wings, Sweet Chili Wings, Ranch Wings, Blue Cheese Wings,"Commercenter, Filinvest City, Muntinlupa City, Muntinlupa City"
American,Buffalo's Wings N' Things,Buffalo Wings, Garlic Parmesan Wings, Honey BBQ Wings, Spicy Wings, Teriyaki Wings, Cajun Wings, Adobo Wings, Sweet Chili Wings, Ranch Wings, Blue Cheese Wings,"SM Megamall, Ortigas, Mandaluyong City, Mandaluyong City"
